resume_text,job_role,education,category,education_requirement,soft_skills_user,required_soft_skills,hard_skills_user,required_hard_skills_user,matched_skills,skill_gap,match_score
"education: diploma in multimedia design experience: 2 years skills: responsive design, awareness, collaboration, creativity, critical thinking, 3d modeling, graphic design, ux design, rendering, texturing, teamwork",3d artist,diploma in multimedia design,creative_design,bachelor's in multimedia|creative design certification,"['creativity', 'critical thinking', 'collaboration', 'awareness', 'teamwork']","['critical thinking', 'teamwork', 'collaboration', 'planning']","['graphic design', 'ux design', 'rendering', '3d modeling', 'responsive design', 'texturing']","['3d modeling', 'rendering', 'texturing', 'lighting']","['collaboration', 'critical thinking', '3d modeling', 'texturing', 'rendering', 'teamwork']","['lighting', 'planning']",0.6
"education: diploma in multimedia design experience: 5 years skills: graphic design, target setting, animation, empathy, video production, leadership, ux design, attention to detail, critical thinking, professionalism",social media designer,diploma in multimedia design,creative_design,bachelor's in multimedia|creative design certification,"['empathy', 'critical thinking', 'attention to detail', 'leadership', 'target setting', 'professionalism']","['critical thinking', 'professionalism', 'target setting', 'business acumen']","['animation', 'ux design', 'graphic design', 'video production']","['graphic design', 'video production', 'figma']","['professionalism', 'critical thinking', 'video production', 'graphic design', 'target setting']","['figma', 'business acumen']",0.57
"education: bachelor's in political science experience: 4 years skills: litigation, document preparation, public administration, policy knowledge, tax law, empathy, storytelling",public relations officer,bachelor's in political science,law_and_public_services,bachelor's in public administration|public service certification,"['storytelling', 'empathy']","['storytelling', 'leadership', 'collaboration']","['document preparation', 'policy knowledge', 'public administration', 'tax law', 'litigation']","['policy knowledge', 'document preparation']","['policy knowledge', 'document preparation', 'storytelling']","['leadership', 'collaboration']",0.48
"education: networking certification experience: 5 years skills: financial analysis, configuration, routing, teamwork, confluence, networking, cisco, tcp/ip",network engineer,networking certification,technology,bachelor's in information technology,['financial analysis'],"['teamwork', 'financial analysis', 'problem solving']",['networking'],['networking'],"['networking', 'financial analysis']","['teamwork', 'problem solving']",0.4
"education: diploma in it experience: 4 years skills: encryption, react, gcp, database, node.js, javascript, git, html/css",full stack developer,diploma in information technology,technology,bachelor's in computer science,"['critical thinking', 'teamwork', 'collaboration']","['adaptability', 'communication', 'collaboration']","['node.js', 'react', 'javascript']","['node.js', 'react', 'javascript']","['react', 'node.js', 'collaboration', 'javascript']","['adaptability', 'communication']",0.53
"education: bachelor's in mechanical engineering experience: 5 years skills: technical drawing, responsibility, time management, microcontrollers, critical thinking, cad, problem solving, planning, thermal systems, process design",hvac engineer,bachelor's in mechanical engineering,engineering,bachelor's in mechanical engineering,"['problem solving', 'planning', 'responsibility', 'critical thinking', 'time management']","['planning', 'problem solving', 'responsibility']","['thermal systems', 'process design', 'microcontrollers', 'cad', 'technical drawing']","['thermal systems', 'process design', 'autocad']","['process design', 'planning', 'responsibility', 'thermal systems', 'problem solving']",['autocad'],0.87
"education: diploma in legal studies experience: 8 years skills: precision, storytelling, decision making, investigation, case documentation, criminal law",detective,diploma in legal studies,law_and_public_services,bachelor's in criminology|public service certification,"['storytelling', 'precision', 'decision making']","['precision', 'teamwork', 'awareness']","['criminal law', 'investigation', 'case documentation']","['criminal law', 'investigation']","['criminal law', 'investigation', 'precision']","['awareness', 'teamwork']",0.48
"education: bachelor's in public administration experience: 7 years skills: public speaking, policy knowledge, patent law, critical thinking, adaptability, team work, ethics, emergency response, investigation, public administration, quick thinking",disaster management officer,bachelor's in public administration,law_and_public_services,bachelor's in public administration|public service certification,"['quick thinking', 'adaptability', 'critical thinking', 'public speaking', 'team work', 'ethics']","['critical thinking', 'quick thinking', 'team work', 'communication']","['investigation', 'policy knowledge', 'emergency response', 'public administration', 'patent law']","['policy knowledge', 'emergency response']","['quick thinking', 'policy knowledge', 'critical thinking', 'team work', 'emergency response']",['communication'],0.87
"education: bachelor's in business administration experience: 0 years skills: judgment, motivation, negotiation, friendlinessorganization, audit procedures, crm, market analysis, excel",sales executive,bachelor's in business administration,economy,bachelor's in business administration,"['motivation', 'negotiation', 'judgment', 'friendlinessorganization']","['negotiation', 'communication', 'motivation']","['excel', 'crm', 'audit procedures', 'market analysis']","['crm', 'market analysis', 'excel']","['excel', 'market analysis', 'crm', 'negotiation', 'motivation']",['communication'],0.87
"education: bachelor's in marketing experience: 6 years skills: market analysis, attention to detail, creativity, data analysis, planning, brand strategy, copywriting, analysis, statistics, seo, public speaking, empathy",seo specialist,bachelor's in marketing,economy,bachelor's in marketing,"['analysis', 'creativity', 'attention to detail', 'empathy', 'public speaking', 'planning']","['analysis', 'creativity', 'attention to detail']","['copywriting', 'seo', 'data analysis', 'statistics', 'market analysis', 'brand strategy']","['seo', 'data analysis', 'copywriting']","['seo', 'attention to detail', 'copywriting', 'creativity', 'data analysis', 'analysis']",[],1.0
"education: bachelor's in criminology experience: 1 years skills: negotiation, regulatory compliance, policy knowledge, motivation, patent law, problem solving, emergency response, professionalism, planning, legal drafting, analytical skills",patent attorney,bachelor's in criminology,law_and_public_services,bachelor's in law|law certification,"['planning', 'analytical skills', 'problem solving', 'negotiation', 'motivation', 'professionalism']","['planning', 'professionalism', 'negotiation', 'communication']","['policy knowledge', 'emergency response', 'legal drafting', 'regulatory compliance', 'patent law']","['legal drafting', 'patent law']","['professionalism', 'planning', 'patent law', 'legal drafting', 'negotiation']",['communication'],0.67
