resume_id,resume_text,skills,job_role,education,category,required_skills,education_requirement
r000073,"education: high school experience: 0 years skills: accuracy, cash handling, technical writing, point of sale, friendliness, app testing, customer service, communication","['accuracy', 'cash handling', 'technical writing', 'point of sale', 'friendliness', 'app testing', 'customer service', 'communication']",cashier,high school,retail & hospitality,"['cash handling', 'customer service', 'point of sale', 'accuracy', 'communication', 'friendliness']",high school
r000074,"education: bachelor's in manufacturing engineering experience: 1 years skills: process design, network security, quality control, go, cad, equipment knowledge, problem solving, jira","['process design', 'network security', 'quality control', 'go', 'cad', 'equipment knowledge', 'problem solving', 'jira', 'production planning']",manufacturing engineer,bachelor's in manufacturing engineering,engineering & manufacturing,"['process design', 'cad', 'production planning', 'quality control', 'problem solving', 'equipment knowledge']",bachelor's in manufacturing engineering|bachelor's in mechanical engineering
r000075,"education: bachelor's in computer science experience: 0 years skills: financial analysis, api integration, problem solving, strategic planning, adobe creative suite, marketing, javascript, tensorflow","['financial analysis', 'api integration', 'problem solving', 'strategic planning', 'adobe creative suite', 'marketing', 'javascript', 'tensorflow', 'e-commerce', 'liquid', 'shopify']",shopify developer,bachelor's in computer science,technology,"['shopify', 'liquid', 'javascript', 'api integration', 'e-commerce', 'problem solving']",bachelor's in computer science
r000076,"education: bachelor's in business experience: 1 years skills: scikit-learn, excel, sql, deep learning, data analysis, tableau, power bi, reporting","['scikit-learn', 'excel', 'sql', 'deep learning', 'data analysis', 'tableau', 'power bi', 'reporting']",bi analyst,bachelor's in business,data & analytics,"['sql', 'tableau', 'power bi', 'excel', 'data analysis', 'reporting']",bachelor's in business|bachelor's in information technology
r000077,"education: design certification experience: 4 years skills: scikit-learn, branding, user experience, visual communication, attention to detail, creativity, adobe creative suite, design software","['scikit-learn', 'branding', 'user experience', 'visual communication', 'attention to detail', 'creativity', 'adobe creative suite', 'design software', 'kotlin']",graphic designer,design certification,creative & design,"['design software', 'creativity', 'visual communication', 'adobe creative suite', 'branding', 'attention to detail']",bachelor's in graphic design|design certification
r000078,"education: bachelor's in computer science experience: 2 years skills: apache kafka, streaming, oracle, scalability, pandas, distributed systems, event processing, problem solving","['apache kafka', 'streaming', 'oracle', 'scalability', 'pandas', 'distributed systems', 'event processing', 'problem solving', 'teamwork', 'sql']",kafka developer,bachelor's in computer science,technology,"['apache kafka', 'streaming', 'event processing', 'distributed systems', 'scalability', 'problem solving']",bachelor's in computer science
r000079,"education: architecture certification experience: 7 years skills: r, system architecture, technical expertise, business acumen, pandas, user interface, cassandra, leadership","['r', 'system architecture', 'technical expertise', 'business acumen', 'pandas', 'user interface', 'cassandra', 'leadership', 'communication', 'solution design']",solution architect,architecture certification,technology,"['solution design', 'system architecture', 'technical expertise', 'communication', 'business acumen', 'leadership']",master's in computer science|architecture certification
r000080,"education: massage therapy school experience: 2 years skills: mysql, ansible, communication, mobile security, problem solving, anatomy, customer service, php","['mysql', 'ansible', 'communication', 'mobile security', 'problem solving', 'anatomy', 'customer service', 'php', 'empathy', 'massage therapy', 'cloudformation']",massage therapist,massage therapy school,beauty & wellness,"['massage therapy', 'anatomy', 'customer service', 'communication', 'problem solving', 'empathy']",massage therapy school|license
r000081,"education: administrative certification experience: 3 years skills: leadership support, communication, executive support, responsive design, tableau, cloudformation, problem solving, organization","['leadership support', 'communication', 'executive support', 'responsive design', 'tableau', 'cloudformation', 'problem solving', 'organization', 'discretion', 'gcp']",executive assistant,administrative certification,administration,"['executive support', 'organization', 'communication', 'discretion', 'problem solving', 'leadership support']",bachelor's in business|administrative certification
r000082,"education: bachelor's in mechanical engineering experience: 0 years skills: kotlin, jenkins, technical documentation, penetration testing, mechanical design, thermodynamics, prototyping, problem solving","['kotlin', 'jenkins', 'technical documentation', 'penetration testing', 'mechanical design', 'thermodynamics', 'prototyping', 'problem solving', 'communication', 'cad', 'physics']",mechanical engineer,bachelor's in mechanical engineering,engineering & manufacturing,"['cad', 'mechanical design', 'physics', 'thermodynamics', 'problem solving', 'technical documentation']",bachelor's in mechanical engineering
r000083,"education: it certification experience: 2 years skills: aws, cassandra, ci/cd, java, terraform, react native, linux, kubernetes","['aws', 'cassandra', 'ci/cd', 'java', 'terraform', 'react native', 'linux', 'kubernetes', 'docker', 'scripting', 'app testing']",devops engineer,information technology certification,technology,"['docker', 'kubernetes', 'aws', 'linux', 'ci/cd', 'scripting']",bachelor's in computer science|information technology certification
r000084,"education: bachelor's in business experience: 6 years skills: tensorflow, marketing, typescript, sales strategy, crm, negotiation, perl, target setting","['tensorflow', 'marketing', 'typescript', 'sales strategy', 'crm', 'negotiation', 'perl', 'target setting', 'communication', 'team leadership']",sales manager,bachelor's in business,marketing & sales,"['sales strategy', 'team leadership', 'crm', 'negotiation', 'target setting', 'communication']",bachelor's in business|bachelor's in sales
