resume_text,job_role,education,category,education_requirement,soft_skills_user,required_soft_skills,hard_skills_user,required_hard_skills_user
"education: bachelor's in it experience: 3 years skills: sql, manual testing, selenium, bug tracking, mobile ui/ux, api testing, prototyping, jupyter",qa engineer,bachelor's in information technology,technology,bachelor's in information technology,['financial analysis'],"['financial analysis', 'critical thinking']",['sql'],['sql']
"education: bachelor's in computer science experience: 1 years skills: maven, rest api, jira, sql, microservices, java, scrum, spring boot",java backend developer,bachelor's in computer science,technology,bachelor's in computer science,"['adaptability', 'critical thinking', 'teamwork']","['adaptability', 'critical thinking', 'collaboration', 'communication']","['sql', 'rest api', 'microservices', 'java']","['sql', 'rest api', 'microservices', 'java']"
"education: bachelor's in computer science experience: 4 years skills: javascript, linux, encryption, security architecture, risk management, project management, typescript, networking",security engineer,bachelor's in computer science,technology,bachelor's in computer science,"['critical thinking', 'teamwork', 'adaptability']","['problem solving', 'adaptability', 'critical thinking']","['linux', 'javascript', 'networking']","['linux', 'networking']"
"education: bachelor's in computer science experience: 4 years skills: problem solving, git, software design, c++, python, gcp, java, rust",software engineer,bachelor's in computer science,technology,bachelor's in computer science,"['problem solving', 'teamwork']","['problem solving', 'teamwork', 'collaboration', 'communication']","['python', 'java']","['python', 'java']"
"education: bachelor's in computer science experience: 1 years skills: sql, java, spring boot, rest api, maven, azure, microservices, scala",java backend developer,bachelor's in computer science,technology,bachelor's in computer science,"['collaboration', 'problem solving']","['problem solving', 'collaboration', 'communication']","['sql', 'rest api', 'microservices', 'java']","['sql', 'rest api', 'microservices', 'java']"
"education: bachelor's in computer science experience: 3 years skills: project management, mobile design, xcode, penetration testing, objective-c, rest api, javascript, presentation skills",mobile developer ios,bachelor's in computer science,technology,bachelor's in computer science,"['critical thinking', 'problem solving']","['problem solving', 'teamwork', 'critical thinking', 'collaboration']","['rest api', 'javascript']",['rest api']
"education: bachelor's in computer science experience: 2 years skills: mobile design, kotlin, java, android, redis, rest api, android sdk, sales",mobile developer android,bachelor's in computer science,technology,bachelor's in computer science,"['collaboration', 'adaptability']","['adaptability', 'collaboration']","['rest api', 'java']","['rest api', 'java']"
"education: networking certification experience: 5 years skills: financial analysis, configuration, routing, teamwork, confluence, networking, cisco, tcp/ip",network engineer,networking certification,technology,bachelor's in information technology,['financial analysis'],"['problem solving', 'financial analysis', 'critical thinking']",['networking'],['networking']
"education: bachelor's in computer science experience: 1 years skills: wireframing, vue.js, javascript, css, ui/ux design, react, jenkins, html",frontend developer,bachelor's in computer science,technology,bachelor's in computer science,"['collaboration', 'adaptability']","['adaptability', 'critical thinking', 'collaboration']","['javascript', 'react']","['javascript', 'react']"
"education: bachelor's in computer science experience: 4 years skills: php, strategic planning, scrum, laravel, mysql, html/css, api development, decision making",php developer,bachelor's in computer science,technology,bachelor's in computer science,"['critical thinking', 'teamwork', 'adaptability']","['adaptability', 'critical thinking']","['mysql', 'php']","['mysql', 'php']"
"education: bachelor's in computer science experience: 0 years skills: php, laravel, html/css, rust, terraform, api development, business acumen, symfony",php developer,bachelor's in computer science,technology,bachelor's in computer science,['business acumen'],"['problem solving', 'business acumen']","['mysql', 'php']","['mysql', 'php']"
"education: cloud certification experience: 4 years skills: networking, security, system design, risk assessment, gcp, teamwork, azure, aws",cloud architect,cloud certification,technology,bachelor's in computer science,"['teamwork', 'communication', 'adaptability']","['adaptability', 'collaboration', 'communication']",['networking'],['networking']
"education: bachelor's in computer science experience: 2 years skills: html/css, database, git, javascript, marketing, mentoring, node.js, sales",full stack developer,bachelor's in computer science,technology,bachelor's in computer science,"['communication', 'teamwork']","['problem solving', 'teamwork', 'communication']","['javascript', 'node.js', 'react']","['javascript', 'node.js', 'react']"
"education: it certification experience: 3 years skills: security, windows server, troubleshooting, business acumen, networking, active directory, cloudformation, linux",systems administrator,information technology certification,technology,bachelor's in information technology,['business acumen'],"['business acumen', 'teamwork']","['linux', 'networking']","['linux', 'networking']"
"education: bachelor's in it experience: 2 years skills: sql, database optimization, backup recovery, security, linux, mongodb, penetration testing, gcp",database administrator,bachelor's in information technology,technology,bachelor's in information technology,"['adaptability', 'problem solving']","['problem solving', 'teamwork', 'adaptability']","['sql', 'linux']","['sql', 'linux']"
"education: bachelor's in computer science experience: 2 years skills: kanban, confluence, mongodb, api integration, javascript, network security, responsive design, redux",react developer,bachelor's in computer science,technology,bachelor's in computer science,"['communication', 'problem solving']","['problem solving', 'collaboration', 'communication']","['javascript', 'react']","['javascript', 'react']"
"education: bachelor's in computer science experience: 5 years skills: statistics, networking, security, ci/cd, aws, gcp, system design, penetration testing",cloud architect,bachelor's in computer science,technology,bachelor's in computer science,"['collaboration', 'critical thinking']","['critical thinking', 'collaboration', 'communication']",['networking'],['networking']
